H00001 NP_001005484.1
H27453 NP_060824.1
H27454 NP_001009612.1
H27455 NP_001130038.2
H27456 NP_055538.2
H27457 NP_536737.3
H27458 NP_056500.2
H27459 XP_002344207.1
H27460 NP_000792.1
H27461 NP_463460.1
H27462 NP_061327.2
H27463 NP_057227.2
H27464 NP_872289.1
H27465 NP_001116434.1
H27466 NP_001128308.1
H27467 NP_848555.2
H27468 NP_001077379.1
H27469 NP_006056.2
H27470 NP_001129316.1
H27471 NP_061026.2
H27472 NP_543006.2
H27473 NP_001034597.1
H27474 NP_001035111.1
H27475 NP_001035112.1
H27476 NP_542970.1
H27477 NP_077722.1
H27478 NP_001177821.1
H27479 NP_001177827.1
H27480 NP_001177828.1
H27481 NP_001177829.1
H27482 NP_543026.2
H27483 NP_003236.3
H27484 NP_945345.2
H27485 NP_937859.1
H27486 NP_003082.1
H27487 NP_077301.4
H27488 NP_542789.2
H27489 NP_006383.2
H27490 NP_777280.1
H27491 NP_008830.2
H27492 NP_777281.1
H27493 NP_001103984.1
H27494 NP_062555.1
H27495 NP_001171628.1
H27496 NP_542777.1
H27497 NP_001161142.1
H27498 NP_073597.2
H27499 NP_072097.2
H27500 NP_536338.1
H27501 NP_543030.1
H27502 NP_002827.1
H27503 NP_543031.1
H27504 NP_847901.1
H27505 NP_847902.1
H27506 NP_001492.1
H27507 NP_110438.1
H27508 NP_000906.1
H27509 NP_000481.2
H27510 NP_055763.1
H27511 NP_955447.1
H27512 NP_068598.1
H27513 NP_055546.1
H27514 NP_076424.1
H27515 NP_852470.1
H27516 NP_258412.1
H27517 NP_001167560.1
H27518 NP_001167561.1
H27519 NP_114423.1
H27520 NP_001009984.1
H27521 NP_647537.1
H27522 NP_647538.1
H27523 XP_003118852.1
H27524 NP_665705.1
H27525 NP_071422.1
H27526 NP_079496.1
H27527 NP_694882.1
H27528 NP_075556.1
H27529 NP_443202.3
H27530 NP_001034229.1
H27531 NP_056232.2
H27532 NP_001801.1
H27533 NP_004349.1
H27534 NP_068658.1
H27535 NP_068659.1
H27536 NP_060817.1
H27537 NP_065797.2
H27538 NP_705902.2
H27539 NP_079236.3
H27540 NP_705904.1
H27541 NP_001127810.1
H27542 NP_009150.1
H27543 NP_001127809.1
H27544 NP_787033.1
H27545 NP_787034.1
H27546 NP_787035.1
H27547 NP_787036.1
H27548 NP_000669.1
H27549 NP_000302.1
H27550 NP_898902.1
H27551 NP_001073590.1
H27552 NP_001073591.1
H27553 NP_001073592.1
H27554 NP_036541.2
H27555 NP_055552.1
H27556 NP_739580.1
H27557 NP_005107.4
H27558 NP_976072.1
H27559 NP_001009923.1
H27560 NP_054864.3
H27561 NP_001009924.1
H27562 NP_001009925.1
H27563 NP_002583.1
H27564 NP_872590.1
H27565 NP_003809.1
H27566 NP_658986.1
H27567 NP_062539.1
H27568 NP_689717.2
H27569 NP_001810.2
H27570 XP_003118853.1
H27571 NP_057023.2
H27572 NP_877954.1
H27573 NP_115874.3
H27574 NP_061968.1
H27575 NP_001120930.1
H27576 NP_689824.2
H27577 NP_060141.3
H27578 NP_001191.1
H27579 NP_060015.1
H27580 NP_066979.2
H27581 NP_056007.1
H27582 NP_877398.1
H27583 NP_000924.3
H27584 NP_877949.2
H27585 NP_001166117.1
H27586 NP_036393.1
H27587 NP_065074.1
H27588 NP_817127.1
H27589 NP_071379.3
H27590 NP_942093.1
H27591 NP_003072.2
H27592 NP_570824.1
H27593 NP_061336.1
H27594 NP_740754.1
H27595 NP_001009608.1
H27596 NP_000205.1
H27597 NP_055777.1
H27598 NP_852108.1
H27599 NP_060797.2
H27600 NP_543016.1
H27601 NP_060184.2
H27602 NP_057733.2
H27603 NP_077025.2
H27604 NP_001034464.1
H27605 NP_079505.1
H27606 NP_542407.2
H27607 NP_938205.1
H27608 NP_037413.1
H27609 NP_001028259.1
H27610 NP_078980.3
H27611 XP_003118854.1
H27612 NP_937863.1
H27613 NP_003083.1
H27614 NP_064542.1
H27615 NP_002585.2
H27616 NP_001155177.1
H27617 NP_001186.1
H27618 NP_006861.1
H27619 NP_001011546.1
H27620 NP_001036041.1
H27621 NP_004578.2
H27622 NP_001152967.1
H27623 NP_848572.3
H27624 NP_001014977.2
H27625 NP_055241.1
H27626 NP_689413.1
H27627 NP_443097.1
H27628 NP_067043.2
H27629 NP_001158283.1
H27630 NP_065397.3
H27631 NP_003425.2
H27632 NP_001076799.1
H27633 NP_001092877.1
H27634 NP_006457.2
H27635 NP_006597.2
H27636 NP_116780.1
H27637 NP_001166216.1
H27638 NP_001166217.1
H27639 NP_006354.2
H27640 NP_116781.1
H27641 NP_543010.3
H27642 XP_001725757.1
H27643 NP_848578.1
H27644 NP_065740.2
H27645 XP_002344224.1
H27646 NP_061866.1
H27647 NP_057184.1
H27648 NP_852669.1
H27649 NP_852668.1
H27650 NP_057736.4
H27651 NP_056400.3
H27652 NP_001161288.1
H27653 NP_002187.1
H27654 NP_065076.2
H27655 NP_060944.3
H27656 NP_001156494.1
H27657 NP_001156495.1
H27658 NP_036387.2
H27659 NP_149416.1
H27660 NP_002500.1
H27661 NP_006183.2
H27662 NP_068556.2
H27663 NP_710141.1
H27664 NP_001043.2
H27665 NP_000352.1
H27666 NP_036204.2
H27667 NP_037380.1
H27668 NP_071927.1
H27669 NP_071363.1
H27670 NP_612140.1
H27671 NP_570612.1
H27672 NP_543020.2
H27673 XP_002344215.1
H27674 NP_005483.1
H27675 NP_542177.1
H27676 NP_001008693.2
H27677 NP_000090.1
H27678 NP_001890.1
H27679 NP_001889.2
H27680 NP_001313.1
H27681 NP_001891.2
H27682 NP_842563.1
H27683 NP_842564.1
H27684 NP_079169.1
H27685 NP_003641.3
H27686 NP_065392.1
H27687 NP_115890.2
H27688 NP_055403.2
H27689 NP_955457.1
H27690 NP_001107561.1
H27691 NP_001238.2
H27692 NP_002853.2
H27693 NP_056415.1
H27694 NP_001035937.1
H27695 NP_066545.3
H27696 NP_079452.3
H27697 NP_689880.1
H27698 NP_056470.1
H27699 XP_003118855.1
H27700 NP_001032819.1
H27701 NP_001032820.1
H27702 NP_473453.1
H27703 NP_695021.2
H27704 NP_775689.1
H27705 NP_697018.1
H27706 NP_001165303.1
H27707 NP_001011878.1
H27708 NP_697019.1
H27709 NP_001032589.1
H27710 NP_054731.2
H27711 NP_848696.1
H27712 NP_110416.1
H27713 NP_848695.1
H27714 NP_848697.1
H27715 NP_002156.2
H27716 NP_851998.1
H27717 NP_115998.2
H27718 NP_001182.1
H27719 NP_612815.1
H27720 NP_036244.2
H27721 NP_149109.1
H27722 NP_004109.1
H27723 NP_542178.2
H27724 NP_817130.1
H27725 NP_001012662.1
H27726 NP_001008409.1
H27727 NP_110442.1
H27728 NP_001011718.1
H27729 NP_542192.2
H27730 NP_002101.2
H27731 NP_001165601.1
H27732 NP_001165603.1
H27733 NP_001165600.1
H27734 NP_001165602.1
H27735 NP_001165604.1
H27736 NP_055557.2
H27737 NP_002648.1
H27738 NP_056167.1
H27739 NP_758436.1
H27740 NP_004789.1
H27741 NP_056153.2
H27742 NP_001158075.1
H27743 NP_542183.2
H27744 XP_003118850.1
H27745 XP_003118851.1
H27746 NP_872390.2
H27747 NP_001092809.1
H27748 NP_444269.2
H27749 NP_787046.1
H27750 NP_008823.1
H27751 NP_787044.1
H27752 NP_787045.1
H27753 NP_036457.1
H27754 XP_003118847.1
H27755 NP_542406.2
H27756 NP_079503.1
H27757 NP_777557.1
H27758 NP_872599.1
H27759 NP_872325.2
H27760 NP_542141.1
H27761 NP_848561.2
H27762 NP_001035904.1
H27763 NP_570913.1
H27764 NP_057667.1
H27765 NP_149974.2
H27766 NP_057492.2
H27767 NP_057166.3
H27768 NP_003089.1
H27769 NP_001028171.1
H27770 NP_005084.1
H27771 NP_001034798.1
H27772 NP_112509.3
H27773 NP_112508.3
H27774 NP_543015.1
H27775 NP_001019846.1
H27776 NP_005216.1
H27777 NP_009169.3
H27778 NP_899634.1
H27779 NP_116208.3
H27780 NP_789782.1
H27781 NP_031393.2
H27782 NP_057951.1
H27783 NP_003899.2
H27784 NP_001663.2
H27785 NP_000678.1
H27786 NP_001155238.1
H27787 NP_113671.3
H27788 NP_054902.1
H27789 NP_852610.1
H27790 NP_115903.1
H27791 NP_536724.1
H27792 NP_067025.1
H27793 NP_054790.2
H27794 NP_821158.2
H27795 NP_061147.1
H27796 NP_001070020.2
H27797 NP_000169.1
H27798 NP_065935.2
H27799 NP_056453.1
H27800 NP_955400.1
H27801 NP_060687.2
H27802 NP_001138497.1
H27803 NP_006395.2
H27804 NP_006681.1
H27805 NP_852131.1
H27806 NP_852133.1
H27807 NP_002203.1
H27808 NP_848563.1
H27809 NP_060714.3
H27810 NP_955781.2
H27811 NP_001171906.1
H27812 NP_000548.1
H27813 NP_009117.2
H27814 NP_001138822.1
H27815 NP_057050.1
H27816 NP_938408.1
H27817 NP_003107.1
H27818 NP_003906.2
H27819 NP_690902.1
H27820 NP_690903.1
H27821 NP_690904.1
H27822 NP_690905.1
H27823 NP_690906.1
H27824 NP_690907.1
H27825 NP_690908.1
H27826 NP_006038.2
H27827 NP_690051.1
H27828 NP_066923.3
H27829 NP_542786.1
H27830 NP_909122.1
H27831 NP_004893.1
H27832 NP_057520.2
H27833 NP_057642.1
H27834 NP_361012.1
H27835 NP_543024.1
H27836 NP_036288.2
H27837 NP_818932.1
H27838 NP_056326.2
H27839 NP_055717.2
H27840 NP_892118.1
H27841 NP_001035951.1
H27842 NP_006088.2
H27843 NP_852667.1
H27844 NP_068581.1
H27845 NP_955777.1
H27846 NP_061328.1
H27847 NP_115590.1
H27848 NP_778252.1
H27849 NP_071922.2
H27850 NP_114402.1
H27851 NP_001138787.1
H27852 NP_001138788.1
H27853 NP_001138789.1
H27854 NP_079194.3
H27855 NP_001138790.1
H27856 NP_954650.2
H27857 NP_542194.2
H27858 NP_542195.1
H27859 NP_056289.2
H27860 NP_002886.2
H27861 NP_899662.1
H27862 NP_689716.4
H27863 NP_998796.1
H27864 NP_998797.1
H27865 NP_002942.2
H27866 NP_001129243.1
H27867 NP_066567.1
H27868 NP_001171660.1
H27869 NP_071360.1
H27870 NP_001003897.1
H27871 NP_005408.1
H27872 NP_938033.1
H27873 NP_006689.1
H27874 NP_001161292.1
H27875 NP_001161293.1
H27876 NP_001161294.1
H27877 NP_001161295.1
H27878 NP_005377.1
H27879 NP_859017.1
H27880 XP_002343759.1
H27881 NP_110517.2
H27882 NP_542174.1
H27883 NP_055472.1
H27884 NP_067038.1
H27885 NP_004604.2
H27886 NP_945189.1
H27887 NP_001025035.1
H27888 NP_001716.2
H27889 NP_004130.2
H27890 NP_065069.1
H27891 NP_001018092.1
H27892 NP_001157903.1
H27893 NP_542119.1
H27894 NP_079131.3
H27895 NP_001166206.1
H27896 NP_056383.1
H27897 NP_112181.2
H27898 NP_001177738.1
H27899 NP_068750.2
H27900 NP_005452.2
H27901 NP_003277.1
H27902 NP_877963.1
H27903 NP_002651.2
H27904 NP_055850.1
H27905 NP_075047.1
H27906 NP_443078.1
H27907 NP_115597.3
H27908 NP_573400.3
H27909 NP_008981.4
H27910 NP_006266.2
H27911 NP_056293.4
H27912 NP_115479.3
H27913 NP_057360.2
H27914 NP_733794.1
H27915 NP_057088.2
H27916 NP_002457.1
H27917 NP_789761.1
H27918 NP_001008901.1
H27919 NP_001092267.1
H27920 NP_001092268.1
H27921 NP_001092266.1
H27922 NP_116272.1
H27923 NP_065166.2
H27924 NP_787109.2
H27925 NP_057554.4
H27926 NP_076939.3
H27927 NP_001073941.1
H27928 NP_848586.1
H27929 NP_787110.2
H27930 NP_001025174.1
H27931 NP_001025175.1
H27932 NP_000448.3
H27933 NP_849180.1
H27934 NP_849181.1
H27935 NP_001034288.1
H27936 NP_077307.2
H27937 NP_006802.1
H27938 NP_945179.1
H27939 NP_861520.1
H27940 NP_861521.1
H27941 NP_008997.1
H27942 NP_000013.2
H27943 NP_003872.1
H27944 NP_071753.1
H27945 NP_892015.1
H27946 NP_003395.1
H27947 NP_647539.1
H27948 NP_001118228.1
H27949 NP_006800.2
H27950 NP_006273.1
H27951 NP_002242.2
H27952 NP_663627.1
H27953 NP_543145.1
H27954 NP_002629.1
H27955 NP_002998.1
H27956 NP_002999.1
H27957 NP_003055.1
H27958 NP_003824.2
H27959 NP_085080.1
H27960 NP_085095.1
H27961 NP_055091.2
H27962 NP_002990.2
H27963 NP_291020.1
H27964 NP_055292.1
H27965 NP_001041686.1
H27966 NP_001041688.1
H27967 NP_001041690.1
H27968 NP_001041689.1
H27969 NP_001041691.1
H27970 NP_001041687.1
H27971 NP_057021.2
H27972 NP_001171657.1
H27973 NP_001171658.1
H27974 NP_001171659.1
H27975 NP_006094.3
H27976 NP_006643.1
H27977 NP_543017.1
H27978 NP_065131.1
H27979 NP_852479.1
H27980 NP_570966.2
H27981 NP_852611.2
H27982 NP_671731.1
H27983 NP_542791.1
H27984 NP_671730.1
H27985 NP_742143.1
H27986 NP_742003.1
H27987 NP_742002.1
H27988 NP_848550.1
H27989 NP_542181.1
H27990 NP_443183.1
H27991 NP_861515.1
H27992 NP_861516.1
H27993 NP_008950.1
H27994 NP_861519.1
H27995 NP_861517.1
H27996 NP_861518.1
H27997 NP_003270.1
H27998 NP_690857.1
H27999 NP_219489.1
H28000 NP_001036097.1
H28001 NP_001036098.1
H28002 NP_005460.2
H28003 NP_542790.2
H28004 NP_542170.3
H28005 NP_542175.1
H28006 NP_542787.1
H28007 NP_000299.2
H28008 NP_001161066.1
H28009 NP_001121167.1
H28010 NP_872617.1
H28011 NP_006218.1
H28012 NP_071387.1
H28013 NP_071378.1
H28014 NP_004985.2
H28015 NP_001128243.1
H28016 NP_065759.1
H28017 NP_066018.1
H28018 NP_001241.1
H28019 NP_690593.1
H28020 NP_067071.1
H28021 NP_775096.1
H28022 NP_057029.8
H28023 NP_775271.1
H28024 NP_573403.1
H28025 NP_877496.1
H28026 NP_060572.3
H28027 NP_955473.1
H28028 NP_542452.1
H28029 NP_073740.2
H28030 NP_001180268.1
H28031 NP_001011554.1
H28032 NP_001180269.1
H28033 NP_001180271.1
H28034 NP_291028.3
H28035 NP_110404.1
H28036 NP_005235.3
H28037 NP_742108.2
H28038 NP_898868.1
H28039 NP_898869.1
H28040 NP_036540.3
H28041 NP_858045.1
H28042 NP_006525.2
H28043 NP_001167558.1
H28044 NP_001167559.1
H28045 NP_061325.1
H28046 NP_940998.2
H28047 NP_001155313.1
H28048 XP_001722436.1
H28049 NP_065871.2
H28050 NP_006411.2
H28051 NP_001307.2
H28052 NP_059347.2
H28053 NP_004593.2
H28054 NP_059346.2
H28055 NP_059348.2
H28056 NP_001032405.1
H28057 NP_060365.7
H28058 NP_066363.1
H28059 NP_004966.1
H28060 NP_000952.1
H28061 XP_001128100.2
H28062 NP_004767.1
H28063 NP_056081.1
H28064 NP_001129245.1
H28065 NP_006029.1
H28066 NP_061153.1
H28067 NP_005976.2
H28068 NP_954673.1
H28069 NP_068823.2
H28070 NP_954595.1
H28071 NP_071887.1
H28072 NP_001027459.1
H28073 NP_954580.1
H28074 NP_001155977.1
H28075 NP_005185.2
H28076 NP_002818.1
H28077 NP_543019.2
H28078 NP_115910.1
H28079 NP_001010974.1
H28080 NP_942094.2
H28081 NP_060313.3
H28082 NP_852107.1
H28083 NP_056154.1
H28084 NP_003850.1
H28085 NP_055299.1
H28086 NP_002228.2
H28087 NP_775114.1
H28088 NP_001129493.1
H28089 NP_036472.2
H28090 NP_006036.1
H28091 NP_065169.1
H28092 NP_955459.2
H28093 NP_060667.2
H28094 NP_071371.3
H28095 NP_955458.1
H28096 NP_775756.3
H28097 NP_001180350.1
H28098 NP_006517.1
H28099 NP_003648.2
H28100 NP_000773.2
H28101 NP_001122387.1
H28102 NP_002614.2
H28103 NP_060901.2
H28104 NP_542184.1
H28105 NP_063941.3
H28106 NP_543011.2
H28107 NP_003591.2
H28108 NP_940835.1
H28109 NP_940836.1
H28110 NP_940837.1
H28111 NP_940838.1
H28112 NP_940839.1
H28113 NP_001028693.1
H28114 NP_001315.1
H28115 NP_001028694.1
H28116 NP_065089.2
H28117 NP_001157586.1
H28118 NP_001157587.1
H28119 NP_001157588.1
H28120 NP_057491.2
H28121 NP_542182.1
H28122 XP_003118848.1
H28123 NP_001012989.2
H28124 NP_001013668.2
H28125 NP_003213.1
H28126 NP_001710.1
H28127 NP_036576.1
H28128 NP_937998.1
H28129 NP_001015885.1
H28130 NP_003601.1
H28131 NP_001177401.1
H28132 NP_059965.2
H28133 NP_906270.1
H28134 NP_542185.2
H28135 NP_002582.3
H28136 NP_110403.2
H28137 NP_001153889.1
H28138 NP_001153890.1
H28139 NP_001153891.1
H28140 NP_954638.1
H28141 NP_064567.2
H28142 NP_954639.1
H28143 NP_954640.1
H28144 NP_848551.1
H28145 XP_001134442.3
H28146 NP_065724.1
H28147 XP_003118849.1
H28148 NP_004729.1
H28149 NP_699191.1
H28150 NP_003754.2
H28151 NP_001128244.1
H28152 NP_001128245.1
H28153 NP_001001433.1
H28154 NP_078939.3
H28155 NP_057676.1
H28156 NP_536350.2
H28157 NP_001070958.1
H28158 NP_000507.1
H28159 NP_536351.1
H28160 NP_001070956.1
H28161 NP_001070957.1
H28162 NP_945327.1
H28163 NP_001327.2
H28164 NP_110400.1
H28165 NP_008817.1
H28166 NP_001001977.1
H28167 NP_057129.2
H28168 XP_002343755.1
H28169 NP_848552.1
H28170 NP_000105.1
H28171 NP_996916.1
H28172 NP_996917.1
H28173 NP_996915.1
H28174 NP_542403.1
H28175 NP_899067.1
H28176 NP_899069.1
H28177 NP_055073.2
H28178 NP_006233.1
H28179 NP_071389.1
H28180 NP_001177755.1
H28181 NP_001177756.1
H28182 NP_817089.1
H28183 NP_068582.2
H28184 NP_775915.1
H28185 NP_001785.2
H28186 NP_003176.2
H28187 NP_653304.2
H28188 NP_002783.1
H28189 NP_945173.1
H28190 NP_056481.1
H28191 NP_009163.2
H28192 NP_055650.1
H28193 NP_653081.1
H28194 NP_008933.2
H28195 NP_783163.1
H28196 NP_005551.3
H28197 NP_001015.1
H28198 NP_112492.2
H28199 NP_543023.2
H28200 NP_536721.1
H28201 NP_848558.1
H28202 NP_057438.3
H28203 NP_002522.2
H28204 XP_003118846.1
H28205 NP_060740.1
H28206 NP_031372.2
H28207 NP_001844.3
H28208 NP_006593.2
H28209 NP_542788.1
H28210 NP_149072.2
H28211 NP_001180298.1
H28212 NP_542987.2
H28213 NP_001180299.1
H28214 NP_542986.1
H28215 NP_071388.2
H28216 NP_060366.1
H28217 NP_071365.3
H28218 NP_542173.1
H28219 NP_060268.2
H28220 NP_071444.1
H28221 NP_647478.1
H28222 NP_690603.3
H28223 NP_060679.1
H28224 NP_783202.1
H28225 NP_065933.2
H28226 NP_000735.1
H28227 NP_742105.1
H28228 NP_742106.1
H28229 NP_004509.2
H28230 NP_742104.1
H28231 NP_742107.1
H28232 NP_001949.1
H28233 NP_077275.1
H28234 NP_005966.1
H28235 NP_543013.1
H28236 NP_076964.1
H28237 NP_001032412.2
H28238 NP_208384.3
H28239 NP_036516.1
H28240 NP_056978.2
H28241 NP_116575.2
H28242 NP_057518.1
H28243 NP_003814.1
H28244 NP_116563.1
H28245 NP_003215.1
H28246 NP_001128230.1
H28247 NP_852150.2
H28248 NP_115916.3
H28249 NP_001076582.1
H28250 NP_060276.2
H28251 NP_064446.2
H28252 NP_079500.1
H28253 NP_542189.1
H28254 NP_003279.2
H28255 NP_955391.1
H28256 NP_955392.1
H28257 NP_955393.1
H28258 NP_955394.1
H28259 NP_955395.1
H28260 NP_079495.1
H28261 NP_060329.2
H28262 NP_001180308.1
H28263 NP_065764.1
H28264 NP_542188.1
H28265 NP_036601.2
H28266 NP_060889.1
H28267 NP_003186.1
H28268 NP_942016.1
H28269 NP_005864.1
H28270 NP_001034556.1
H28271 NP_001007126.1
H28272 NP_872588.1
H28273 NP_000904.1
H28274 NP_005277.2
H28275 NP_004526.1
H28276 NP_060727.2
H28277 NP_001098395.1
H28278 NP_001028687.1
H28279 NP_954870.2
H28280 NP_954868.1
H28281 NP_954869.1
H28282 NP_872287.1
H28283 XP_003118856.1
H28284 NP_778146.2
H28285 NP_945347.1
H28286 NP_658983.3
H28287 NP_008879.3
H28288 NP_071419.3
H28289 XP_373925.6
H28290 NP_003480.2
H28291 NP_037528.3
H28292 NP_001329.1
H28293 XP_003118857.1
H28294 NP_006797.3
H28295 NP_001124386.1
H28296 NP_059143.3
H28297 NP_001093890.1
H28298 NP_001093891.1
H28299 NP_079220.2
H28300 NP_002763.2
H28301 NP_004531.2
H28302 NP_059142.2
H28303 NP_542984.2
H28304 NP_067042.1
H28305 NP_001003701.1
H28306 NP_001003697.1
H28307 NP_001003703.1
H28308 NP_001676.2
H28309 NP_001003696.1
H28310 NP_002031.2
H28311 NP_001129602.1
H28312 NP_001129601.1
H28313 NP_000475.1
H28314 NP_958816.1
H28315 NP_958817.1
H28316 NP_443186.1
H28317 NP_008919.3
H28318 NP_008969.2
H28319 NP_037372.2
H28320 NP_877426.2
H28321 NP_056380.2
H28322 NP_058636.1
H28323 NP_006438.1
H28324 NP_001001992.1
H28325 NP_001027582.1
H28326 NP_006576.2
H28327 NP_064537.1
H28328 NP_001177.1
H28329 NP_996749.1
H28330 NP_783300.1
H28331 NP_000821.1
H28332 NP_036263.1
H28333 NP_955360.1
H28334 NP_001078924.1
H28335 NP_001122070.1
H28336 NP_981950.1
H28337 NP_001071179.1
H28338 NP_853655.1
H28339 NP_853652.1
H28340 NP_853630.2
H28341 NP_853653.1
H28342 NP_853631.1
H28343 NP_853654.1
H28344 NP_853638.1
H28345 NP_853639.1
H28346 NP_853640.1
H28347 NP_853641.1
H28348 NP_853642.1
H28349 NP_853643.1
H28350 NP_853645.1
H28351 NP_001157906.1
H28352 NP_853636.3
H28353 NP_853635.1
H28354 NP_853651.1
H28355 NP_853633.1
H28356 NP_853646.1
H28357 NP_853647.1
H28358 NP_001121549.1
H28359 NP_001157907.1
H28360 NP_853648.1
H28361 NP_853650.1
H28362 NP_787053.1
H28363 NP_853637.2
H28364 NP_787054.1
H28365 NP_001092689.1
H28366 NP_003244.2
H28367 NP_000445.1
H28368 NP_065757.1
H28369 NP_001138916.1
H28370 NP_001138917.1
H28371 NP_055401.1
H28372 NP_061817.1
H28373 NP_996781.1
H28374 NP_848932.1
H28375 NP_055640.2
H28376 NP_478067.2
H28377 NP_653260.1
H28378 NP_067077.1
H28379 NP_003886.3
H28380 NP_001153778.1
H28381 NP_982271.2
H28382 NP_001153774.1
H28383 NP_057715.2
H28384 NP_037461.2
H28385 NP_001155967.2
H28386 NP_001155968.2
H28387 NP_062542.5
H28388 NP_005797.1
H28389 NP_620450.2
H28390 NP_997468.1
H28391 NP_000865.2
H28392 NP_997467.1
H28393 NP_000619.3
H28394 NP_000620.2
H28395 NP_005525.2
H28396 NP_006125.2
H28397 NP_060303.2
H28398 NP_001035282.1
H28399 NP_001129477.1
H28400 NP_001129478.1
H28401 NP_000810.1
H28402 NP_780294.1
H28403 NP_620305.1
H28404 NP_115571.1
H28405 NP_060083.1
H28406 NP_665857.2
H28407 NP_003015.2
H28408 NP_001001132.1
H28409 NP_001688.1
H28410 NP_115865.1
H28411 NP_008864.3
H28412 NP_751951.1
H28413 NP_478062.1
H28414 NP_000210.2
H28415 NP_001121140.1
H28416 NP_001121141.1
H28417 NP_001121142.1
H28418 NP_004405.3
H28419 NP_981963.1
H28420 NP_981962.1
H28421 NP_444507.1
H28422 NP_001745.2
H28423 NP_001001890.1
H28424 NP_001116079.1
H28425 NP_059134.1
H28426 NP_001007260.1
H28427 NP_001748.1
H28428 NP_001227.1
H28429 NP_005119.2
H28430 NP_056173.1
H28431 NP_005432.1
H28432 NP_036262.1
H28433 NP_652763.1
H28434 NP_001139549.1
H28435 NP_001139550.1
H28436 NP_001139551.1
H28437 NP_005060.1
H28438 NP_033664.2
H28439 NP_000402.3
H28440 NP_061835.1
H28441 NP_710148.1
H28442 NP_710149.1
H28443 NP_003307.3
H28444 NP_001001894.1
H28445 NP_006043.1
H28446 NP_569120.1
H28447 NP_001387.2
H28448 NP_569122.1
H28449 NP_567824.1
H28450 NP_002231.1
H28451 NP_005858.1
H28452 NP_002234.2
H28453 NP_733932.1
H28454 NP_733933.1
H28455 NP_001129626.1
H28456 NP_004440.1
H28457 NP_891548.1
H28458 NP_001129627.1
H28459 NP_005230.1
H28460 NP_003711.1
H28461 NP_982257.1
H28462 NP_061836.2
H28463 NP_387505.1
H28464 NP_001007247.1
H28465 NP_004956.5
H28466 NP_004618.2
H28467 NP_001139690.1
H28468 NP_689718.1
H28469 NP_031367.1
H28470 NP_001001713.1
H28471 NP_149360.1
H28472 NP_149361.1
H28473 NP_149362.1
H28474 NP_149363.1
H28475 NP_006048.1
H28476 NP_001073913.1
H28477 NP_006189.2
H28478 NP_001380.2
H28479 NP_036237.2
H28480 NP_620476.1
H28481 NP_620477.1
H28482 NP_878252.2
H28483 NP_478066.3
H28484 NP_996847.1
H28485 NP_002454.1
H28486 NP_002453.2
H28487 NP_001138397.1
H28488 NP_001171517.1
H28489 NP_001128571.1
H28490 NP_005647.3
H28491 NP_065690.2
H28492 NP_071398.3
H28493 NP_001035514.1
H28494 NP_056315.1
H28495 NP_950251.1
H28496 NP_065778.3
H28497 NP_001091872.1
H28498 NP_001091873.1
H28499 NP_775839.3
H28500 NP_001004416.2
H28501 NP_997510.1
H28502 NP_997512.1
H28503 NP_058198.2
H28504 NP_004906.3
H28505 NP_997057.1
H28506 NP_997511.1
H28507 XP_003118858.1
H28508 NP_003217.3
H28509 NP_005414.1
H28510 NP_003216.1
H28511 NP_076927.1
H28512 NP_115781.1
H28513 NP_061834.1
H28514 NP_001001895.1
H28515 NP_543136.1
H28516 NP_061837.3
H28517 NP_002597.1
H28518 NP_001001567.1
H28519 NP_001001569.1
H28520 NP_001001570.1
H28521 NP_001001574.1
H28522 NP_001001578.1
H28523 NP_001001583.1
H28524 NP_001001568.1
H28525 NP_001001571.1
H28526 NP_001001575.1
H28527 NP_001001577.1
H28528 NP_001001581.1
H28529 NP_001001582.1
H28530 NP_001001576.1
H28531 NP_001001580.1
H28532 NP_001001584.1
H28533 NP_001001572.1
H28534 NP_001001573.1
H28535 NP_001001579.1
H28536 NP_001001585.1
H28537 NP_061139.2
H28538 NP_387510.1
H28539 NP_066553.3
H28540 NP_001001503.1
H28541 NP_004562.2
H28542 NP_000062.1
H28543 NP_001171479.1
H28544 NP_001171480.1
H28545 NP_006749.1
H28546 NP_001020374.1
H28547 NP_001020375.1
H28548 XP_002343795.2
H28549 NP_000385.1
H28550 NP_775490.2
H28551 NP_008962.1
H28552 NP_055871.1
H28553 NP_003672.1
H28554 NP_000091.1
H28555 NP_003674.1
H28556 NP_001032642.1
H28557 NP_064517.1
H28558 NP_003265.3
H28559 NP_005040.2
H28560 NP_004640.3
H28561 NP_937798.3
H28562 XP_001722870.1
H28563 NP_056074.1
H28564 NP_037501.2
H28565 NP_787063.1
H28566 NP_000374.1
H28567 NP_000649.1
H28568 NP_002617.3
H28569 NP_004919.1
H28570 NP_003298.1
H28571 NP_112153.1
H28572 NP_659428.2
H28573 NP_941964.2
H28574 NP_941966.1
H28575 NP_941969.2
H28576 NP_941960.1
H28577 NP_941967.2
H28578 NP_941961.2
H28579 NP_941962.1
H28580 NP_941968.2
H28581 NP_941963.2
H28582 NP_859016.1
H28583 NP_941965.2
H28584 NP_941971.1
